devices,date,time_slot,kfz_h,sv_h
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-21,20-24,3273.0,151.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-22,00-04,1024.0,66.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-22,04-08,4515.0,155.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-22,08-12,14106.0,156.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-22,12-16,15728.0,181.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-22,16-20,7337.0,131.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-22,20-24,2929.0,156.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-23,00-04,920.0,427.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-23,04-08,5477.0,1563.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-23,08-12,9745.0,1411.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-23,12-16,10726.0,1649.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-23,16-20,10692.0,1114.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-23,20-24,2900.0,442.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-24,00-04,952.0,468.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-24,04-08,5494.0,1710.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-24,08-12,10490.0,2125.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-24,12-16,10828.0,2052.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-24,16-20,12033.0,1344.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-24,20-24,4203.0,490.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-25,00-04,1234.0,454.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-25,04-08,6626.0,1743.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-25,08-12,11528.0,2046.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-25,12-16,12759.0,2039.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-25,16-20,13676.0,1393.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-25,20-24,4123.0,472.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-26,00-04,1111.0,485.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-26,04-08,6196.0,1743.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-26,08-12,11643.0,2162.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-26,12-16,13051.0,1907.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-26,16-20,15262.0,1360.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-26,20-24,4878.0,463.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-27,00-04,1293.0,447.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-27,04-08,5864.0,1654.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-27,08-12,12765.0,1819.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-27,12-16,17704.0,1537.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-27,16-20,17582.0,1058.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-27,20-24,8008.0,444.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-28,00-04,2038.0,521.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-28,04-08,10369.0,1384.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-28,08-12,19525.0,924.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-28,12-16,19959.0,579.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-28,16-20,12455.0,372.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-28,20-24,4398.0,157.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-29,00-04,1033.0,83.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-29,04-08,8025.0,119.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-29,08-12,19361.0,134.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-29,12-16,16273.0,157.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-29,16-20,7838.0,111.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-29,20-24,3094.0,178.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-30,00-04,949.0,424.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-30,04-08,5306.0,1448.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-30,08-12,9895.0,1418.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-30,12-16,10434.0,1577.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-30,16-20,10651.0,1106.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-30,20-24,3284.0,463.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-31,00-04,936.0,427.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-31,04-08,5406.0,1726.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-31,08-12,10124.0,2095.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-31,12-16,11265.0,2084.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-31,16-20,12406.0,1320.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-01-31,20-24,3539.0,465.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-01,00-04,1038.0,457.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-01,04-08,5642.0,1701.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-01,08-12,10731.0,2154.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-01,12-16,12196.0,2038.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-01,16-20,13514.0,1393.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-01,20-24,4119.0,471.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-02,00-04,1047.0,458.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-02,04-08,5738.0,1763.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-02,08-12,10574.0,2014.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-02,12-16,13132.0,2154.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-02,16-20,14848.0,1444.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-02,20-24,5159.0,550.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-03,00-04,1252.0,482.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-03,04-08,6022.0,1803.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-03,08-12,12388.0,1933.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-03,12-16,18199.0,1630.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-03,16-20,17464.0,1104.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-03,20-24,5579.0,417.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-04,00-04,1957.0,556.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-04,04-08,9173.0,1398.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-04,08-12,18546.0,885.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-04,12-16,18994.0,599.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-04,16-20,9821.0,376.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-04,20-24,3525.0,149.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-05,00-04,1119.0,50.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-05,04-08,5507.0,114.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-05,08-12,15361.0,147.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-05,12-16,14965.0,149.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-05,16-20,7627.0,126.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-05,20-24,3218.0,166.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-06,00-04,1010.0,512.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-06,04-08,5305.0,1422.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-06,08-12,10248.0,1392.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-06,12-16,11227.0,1650.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-06,16-20,11349.0,1174.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-06,20-24,3253.0,412.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-07,00-04,989.0,438.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-07,04-08,6149.0,1760.0
